filename,fileurl,kind,hex,r,g,b,percent
japan_24,http://s5884.com/w/photodata_final_photos/japan_24.jpg,image,#0666f5,6,102,102,30.12
japan_24,http://s5884.com/w/photodata_final_photos/japan_24.jpg,image,#7f838b,127,131,131,16.79
japan_25,http://s5884.com/w/photodata_final_photos/japan_25.jpg,background,#292a2a,41,42,42,60.74
japan_25,http://s5884.com/w/photodata_final_photos/japan_25.jpg,background,#9d8145,157,129,69,15.89
japan_25,http://s5884.com/w/photodata_final_photos/japan_25.jpg,background,#566370,86,99,112,23.36
japan_25,http://s5884.com/w/photodata_final_photos/japan_25.jpg,foreground,#d7d3c6,215,211,198,39.17
japan_25,http://s5884.com/w/photodata_final_photos/japan_25.jpg,foreground,#48392d,72,57,45,44.26
japan_25,http://s5884.com/w/photodata_final_photos/japan_25.jpg,foreground,#ab6139,171,97,57,16.57
japan_25,http://s5884.com/w/photodata_final_photos/japan_25.jpg,image,#d7d6d2,215,214,214,15.08
japan_25,http://s5884.com/w/photodata_final_photos/japan_25.jpg,image,#1b1e23,27,30,30,50.75
japan_25,http://s5884.com/w/photodata_final_photos/japan_25.jpg,image,#ab9354,171,147,147,10.69
japan_25,http://s5884.com/w/photodata_final_photos/japan_25.jpg,image,#a54d30,165,77,77,5.47
japan_25,http://s5884.com/w/photodata_final_photos/japan_25.jpg,image,#594638,89,70,70,18.01
japan_26,http://s5884.com/w/photodata_final_photos/japan_26.jpg,background,#704b25,112,75,37,30.18
japan_26,http://s5884.com/w/photodata_final_photos/japan_26.jpg,background,#2e2825,46,40,37,22.14
japan_26,http://s5884.com/w/photodata_final_photos/japan_26.jpg,background,#4d351d,77,53,29,47.68
japan_26,http://s5884.com/w/photodata_final_photos/japan_26.jpg,foreground,#744b21,116,75,33,45.52
japan_26,http://s5884.com/w/photodata_final_photos/japan_26.jpg,foreground,#bf2f04,191,47,4,25.27
japan_26,http://s5884.com/w/photodata_final_photos/japan_26.jpg,foreground,#9b9731,155,151,49,29.22
japan_26,http://s5884.com/w/photodata_final_photos/japan_26.jpg,image,#693717,105,55,55,19.97
japan_26,http://s5884.com/w/photodata_final_photos/japan_26.jpg,image,#8d6f31,141,111,111,19.96
japan_26,http://s5884.com/w/photodata_final_photos/japan_26.jpg,image,#c23004,194,48,48,12.32
japan_26,http://s5884.com/w/photodata_final_photos/japan_26.jpg,image,#9ba12f,155,161,161,9.57
japan_26,http://s5884.com/w/photodata_final_photos/japan_26.jpg,image,#3d2b19,61,43,43,38.19
japan_27,http://s5884.com/w/photodata_final_photos/japan_27.jpg,background,#ebdfc5,235,223,197,30.66
japan_27,http://s5884.com/w/photodata_final_photos/japan_27.jpg,background,#3a2738,58,39,56,38.23
japan_27,http://s5884.com/w/photodata_final_photos/japan_27.jpg,background,#a9706d,169,112,109,31.11
japan_27,http://s5884.com/w/photodata_final_photos/japan_27.jpg,foreground,#b67d77,182,125,119,20.3
japan_27,http://s5884.com/w/photodata_final_photos/japan_27.jpg,foreground,#f8f3d8,248,243,216,52.73
japan_27,http://s5884.com/w/photodata_final_photos/japan_27.jpg,foreground,#391d33,57,29,51,26.97
japan_27,http://s5884.com/w/photodata_final_photos/japan_27.jpg,image,#f6f0d6,246,240,240,32.11
japan_27,http://s5884.com/w/photodata_final_photos/japan_27.jpg,image,#76344a,118,52,52,11.01
japan_27,http://s5884.com/w/photodata_final_photos/japan_27.jpg,image,#24172c,36,23,23,20.88
japan_27,http://s5884.com/w/photodata_final_photos/japan_27.jpg,image,#cf9481,207,148,148,16.19
japan_27,http://s5884.com/w/photodata_final_photos/japan_27.jpg,image,#785e60,120,94,94,19.8
japan_28,http://s5884.com/w/photodata_final_photos/japan_28.jpg,background,#79a21b,121,162,27,67.46
japan_28,http://s5884.com/w/photodata_final_photos/japan_28.jpg,background,#3b4b2f,59,75,47,10.64
japan_28,http://s5884.com/w/photodata_final_photos/japan_28.jpg,background,#5e8029,94,128,41,21.9
japan_28,http://s5884.com/w/photodata_final_photos/japan_28.jpg,foreground,#567927,86,121,39,7.61
japan_28,http://s5884.com/w/photodata_final_photos/japan_28.jpg,foreground,#656a60,101,106,96,5.96
japan_28,http://s5884.com/w/photodata_final_photos/japan_28.jpg,foreground,#88b529,136,181,41,86.44
japan_28,http://s5884.com/w/photodata_final_photos/japan_28.jpg,image,#608424,96,132,132,12.65
japan_28,http://s5884.com/w/photodata_final_photos/japan_28.jpg,image,#88b420,136,180,180,39.17
japan_28,http://s5884.com/w/photodata_final_photos/japan_28.jpg,image,#474c42,71,76,76,5.22
japan_28,http://s5884.com/w/photodata_final_photos/japan_28.jpg,image,#79a224,121,162,162,35.32
japan_28,http://s5884.com/w/photodata_final_photos/japan_28.jpg,image,#4c6833,76,104,104,7.63
japan_29,http://s5884.com/w/photodata_final_photos/japan_29.jpg,background,#e8aa4f,232,170,79,68.45
japan_29,http://s5884.com/w/photodata_final_photos/japan_29.jpg,background,#574643,87,70,67,19.59
japan_29,http://s5884.com/w/photodata_final_photos/japan_29.jpg,background,#ab4f20,171,79,32,11.95
japan_29,http://s5884.com/w/photodata_final_photos/japan_29.jpg,foreground,#c57959,197,121,89,24.51
japan_29,http://s5884.com/w/photodata_final_photos/japan_29.jpg,foreground,#c43d2b,196,61,43,41.39
japan_29,http://s5884.com/w/photodata_final_photos/japan_29.jpg,foreground,#d69e8e,214,158,142,34.1
japan_29,http://s5884.com/w/photodata_final_photos/japan_29.jpg,image,#e6a74c,230,167,167,52.06
japan_29,http://s5884.com/w/photodata_final_photos/japan_29.jpg,image,#b4b1a9,180,177,177,5.24
japan_29,http://s5884.com/w/photodata_final_photos/japan_29.jpg,image,#ba3f26,186,63,63,17.3
japan_29,http://s5884.com/w/photodata_final_photos/japan_29.jpg,image,#cc8a73,204,138,138,15.78
japan_29,http://s5884.com/w/photodata_final_photos/japan_29.jpg,image,#342020,52,32,32,9.61
japan_30,http://s5884.com/w/photodata_final_photos/japan_30.jpg,background,#aa7941,170,121,65,34.07
japan_30,http://s5884.com/w/photodata_final_photos/japan_30.jpg,background,#2a2828,42,40,40,32.82
japan_30,http://s5884.com/w/photodata_final_photos/japan_30.jpg,background,#75553b,117,85,59,33.11
japan_30,http://s5884.com/w/photodata_final_photos/japan_30.jpg,foreground,#1fb000,31,176,0,15.2
japan_30,http://s5884.com/w/photodata_final_photos/japan_30.jpg,foreground,#292724,41,39,36,81.11
japan_30,http://s5884.com/w/photodata_final_photos/japan_30.jpg,foreground,#b73200,183,50,0,3.69
japan_30,http://s5884.com/w/photodata_final_photos/japan_30.jpg,image,#852411,133,36,36,4.12
japan_30,http://s5884.com/w/photodata_final_photos/japan_30.jpg,image,#523b2b,82,59,59,16.08
japan_30,http://s5884.com/w/photodata_final_photos/japan_30.jpg,image,#8b6945,139,105,105,25.95
japan_30,http://s5884.com/w/photodata_final_photos/japan_30.jpg,image,#282727,40,39,39,29.43
japan_30,http://s5884.com/w/photodata_final_photos/japan_30.jpg,image,#b28547,178,133,133,24.42
japan_31,http://s5884.com/w/photodata_final_photos/japan_31.jpg,background,#70603a,112,96,58,24.67
japan_31,http://s5884.com/w/photodata_final_photos/japan_31.jpg,background,#001b2e,0,27,46,45.36
japan_31,http://s5884.com/w/photodata_final_photos/japan_31.jpg,background,#403722,64,55,34,29.96
japan_31,http://s5884.com/w/photodata_final_photos/japan_31.jpg,foreground,#3b5a43,59,90,67,30.19
japan_31,http://s5884.com/w/photodata_final_photos/japan_31.jpg,foreground,#a2b0c7,162,176,199,31.85
japan_31,http://s5884.com/w/photodata_final_photos/japan_31.jpg,foreground,#91794a,145,121,74,37.96
japan_31,http://s5884.com/w/photodata_final_photos/japan_31.jpg,image,#2e2d28,46,45,45,33.28
japan_31,http://s5884.com/w/photodata_final_photos/japan_31.jpg,image,#97a4b9,151,164,164,13.81
japan_31,http://s5884.com/w/photodata_final_photos/japan_31.jpg,image,#9c925b,156,146,146,12.26
japan_31,http://s5884.com/w/photodata_final_photos/japan_31.jpg,image,#3a5b44,58,91,91,12.23
japan_31,http://s5884.com/w/photodata_final_photos/japan_31.jpg,image,#5d492c,93,73,73,28.42
japan_32,http://s5884.com/w/photodata_final_photos/japan_32.jpg,background,#c1551e,193,85,30,58.35
japan_32,http://s5884.com/w/photodata_final_photos/japan_32.jpg,background,#d4962f,212,150,47,26.17
japan_32,http://s5884.com/w/photodata_final_photos/japan_32.jpg,background,#cc9866,204,152,102,15.48
japan_32,http://s5884.com/w/photodata_final_photos/japan_32.jpg,foreground,#41430d,65,67,13,53.45
japan_32,http://s5884.com/w/photodata_final_photos/japan_32.jpg,foreground,#429d04,66,157,4,27.38
japan_32,http://s5884.com/w/photodata_final_photos/japan_32.jpg,foreground,#b7620a,183,98,10,19.17
japan_32,http://s5884.com/w/photodata_final_photos/japan_32.jpg,image,#c15018,193,80,80,44.86
japan_32,http://s5884.com/w/photodata_final_photos/japan_32.jpg,image,#c9733f,201,115,115,21.15
japan_32,http://s5884.com/w/photodata_final_photos/japan_32.jpg,image,#d4952c,212,149,149,24.18
japan_32,http://s5884.com/w/photodata_final_photos/japan_32.jpg,image,#ebc787,235,199,199,7.95
japan_32,http://s5884.com/w/photodata_final_photos/japan_32.jpg,image,#2f2229,47,34,34,1.87
japan_33,http://s5884.com/w/photodata_final_photos/japan_33.jpg,background,#201c2e,32,28,46,7.51
japan_33,http://s5884.com/w/photodata_final_photos/japan_33.jpg,background,#df8432,223,132,50,67.11
japan_33,http://s5884.com/w/photodata_final_photos/japan_33.jpg,background,#995b2e,153,91,46,25.38
japan_33,http://s5884.com/w/photodata_final_photos/japan_33.jpg,foreground,#b33827,179,56,39,32.32
japan_33,http://s5884.com/w/photodata_final_photos/japan_33.jpg,foreground,#aa6e3a,170,110,58,48.14
japan_33,http://s5884.com/w/photodata_final_photos/japan_33.jpg,foreground,#623f27,98,63,39,19.54
japan_33,http://s5884.com/w/photodata_final_photos/japan_33.jpg,image,#673b23,103,59,59,12.02
japan_33,http://s5884.com/w/photodata_final_photos/japan_33.jpg,image,#dd7c28,221,124,124,38.55
japan_33,http://s5884.com/w/photodata_final_photos/japan_33.jpg,image,#a3602f,163,96,96,24.43
japan_33,http://s5884.com/w/photodata_final_photos/japan_33.jpg,image,#b43928,180,57,57,14.0
japan_33,http://s5884.com/w/photodata_final_photos/japan_33.jpg,image,#f3b76b,243,183,183,10.99
japan_34,http://s5884.com/w/photodata_final_photos/japan_34.jpg,background,#ce3626,206,54,38,15.81
japan_34,http://s5884.com/w/photodata_final_photos/japan_34.jpg,background,#522e83,82,46,131,35.33
japan_34,http://s5884.com/w/photodata_final_photos/japan_34.jpg,background,#6e48c6,110,72,198,48.86
japan_34,http://s5884.com/w/photodata_final_photos/japan_34.jpg,foreground,#713fbd,113,63,189,42.79
japan_34,http://s5884.com/w/photodata_final_photos/japan_34.jpg,foreground,#221127,34,17,39,11.72
japan_34,http://s5884.com/w/photodata_final_photos/japan_34.jpg,foreground,#7a53ae,122,83,174,45.49
japan_34,http://s5884.com/w/photodata_final_photos/japan_34.jpg,image,#2c0f48,44,15,15,15.5
japan_34,http://s5884.com/w/photodata_final_photos/japan_34.jpg,image,#6e46c8,110,70,70,37.0
japan_34,http://s5884.com/w/photodata_final_photos/japan_34.jpg,image,#342618,52,38,38,8.11
japan_34,http://s5884.com/w/photodata_final_photos/japan_34.jpg,image,#9f7fe3,159,127,127,15.36
japan_34,http://s5884.com/w/photodata_final_photos/japan_34.jpg,image,#491e7f,73,30,30,24.04
japan_35,http://s5884.com/w/photodata_final_photos/japan_35.jpg,background,#fd212c,253,33,44,36.02
japan_35,http://s5884.com/w/photodata_final_photos/japan_35.jpg,background,#618b14,97,139,20,22.24
japan_35,http://s5884.com/w/photodata_final_photos/japan_35.jpg,background,#2d470d,45,71,13,41.74
japan_35,http://s5884.com/w/photodata_final_photos/japan_35.jpg,foreground,#6e9a22,110,154,34,56.57
japan_35,http://s5884.com/w/photodata_final_photos/japan_35.jpg,foreground,#304518,48,69,24,31.3
japan_35,http://s5884.com/w/photodata_final_photos/japan_35.jpg,foreground,#d0d8c5,208,216,197,12.14
japan_35,http://s5884.com/w/photodata_final_photos/japan_35.jpg,image,#8ab423,138,180,180,14.85
japan_35,http://s5884.com/w/photodata_final_photos/japan_35.jpg,image,#28400d,40,64,64,28.91
japan_35,http://s5884.com/w/photodata_final_photos/japan_35.jpg,image,#477114,71,113,113,26.41
japan_35,http://s5884.com/w/photodata_final_photos/japan_35.jpg,image,#c6cfbd,198,207,207,5.79
japan_35,http://s5884.com/w/photodata_final_photos/japan_35.jpg,image,#292e25,41,46,46,24.03
japan_36,http://s5884.com/w/photodata_final_photos/japan_36.jpg,background,#363833,54,56,51,53.83
japan_36,http://s5884.com/w/photodata_final_photos/japan_36.jpg,background,#b67eae,182,126,174,28.84
japan_36,http://s5884.com/w/photodata_final_photos/japan_36.jpg,background,#b1a9a5,177,169,165,17.33
japan_36,http://s5884.com/w/photodata_final_photos/japan_36.jpg,foreground,#400040,64,0,64,98.24
japan_36,http://s5884.com/w/photodata_final_photos/japan_36.jpg,image,#9c7593,156,117,117,19.03
japan_36,http://s5884.com/w/photodata_final_photos/japan_36.jpg,image,#212b1d,33,43,43,21.61
japan_36,http://s5884.com/w/photodata_final_photos/japan_36.jpg,image,#bab6ad,186,182,182,12.87
japan_36,http://s5884.com/w/photodata_final_photos/japan_36.jpg,image,#d089c9,208,137,137,14.09
japan_36,http://s5884.com/w/photodata_final_photos/japan_36.jpg,image,#464243,70,66,66,32.4
japan_37,http://s5884.com/w/photodata_final_photos/japan_37.jpg,background,#1f1f1d,31,31,29,59.21
japan_37,http://s5884.com/w/photodata_final_photos/japan_37.jpg,background,#64666a,100,102,106,21.31
japan_37,http://s5884.com/w/photodata_final_photos/japan_37.jpg,background,#424535,66,69,53,19.48
japan_37,http://s5884.com/w/photodata_final_photos/japan_37.jpg,foreground,#6b6e6d,107,110,109,25.69
japan_37,http://s5884.com/w/photodata_final_photos/japan_37.jpg,foreground,#566417,86,100,23,18.35
japan_37,http://s5884.com/w/photodata_final_photos/japan_37.jpg,foreground,#2a2b23,42,43,35,55.95
japan_37,http://s5884.com/w/photodata_final_photos/japan_37.jpg,image,#787b7c,120,123,123,12.87
japan_37,http://s5884.com/w/photodata_final_photos/japan_37.jpg,image,#3e3e41,62,62,62,21.69
japan_37,http://s5884.com/w/photodata_final_photos/japan_37.jpg,image,#3e4033,62,64,64,20.81
japan_37,http://s5884.com/w/photodata_final_photos/japan_37.jpg,image,#001a2e,0,26,26,41.88
japan_37,http://s5884.com/w/photodata_final_photos/japan_37.jpg,image,#55621b,85,98,98,2.76
japan_38,http://s5884.com/w/photodata_final_photos/japan_38.jpg,background,#746b55,116,107,85,13.79
japan_38,http://s5884.com/w/photodata_final_photos/japan_38.jpg,background,#d6312a,214,49,42,42.77
japan_38,http://s5884.com/w/photodata_final_photos/japan_38.jpg,background,#2c2b28,44,43,40,43.44
japan_38,http://s5884.com/w/photodata_final_photos/japan_38.jpg,foreground,#564837,86,72,55,41.58
japan_38,http://s5884.com/w/photodata_final_photos/japan_38.jpg,foreground,#c8c4b0,200,196,176,51.7
japan_38,http://s5884.com/w/photodata_final_photos/japan_38.jpg,foreground,#cb302b,203,48,43,6.72
japan_38,http://s5884.com/w/photodata_final_photos/japan_38.jpg,image,#751e1b,117,30,30,1.82
japan_38,http://s5884.com/w/photodata_final_photos/japan_38.jpg,image,#564d3a,86,77,77,18.47
japan_38,http://s5884.com/w/photodata_final_photos/japan_38.jpg,image,#c5c0ab,197,192,192,15.62
japan_38,http://s5884.com/w/photodata_final_photos/japan_38.jpg,image,#2b2a27,43,42,42,31.16
japan_38,http://s5884.com/w/photodata_final_photos/japan_38.jpg,image,#d8322a,216,50,50,32.93
japan_39,http://s5884.com/w/photodata_final_photos/japan_39.jpg,background,#697b89,105,123,137,20.77
japan_39,http://s5884.com/w/photodata_final_photos/japan_39.jpg,background,#b17f46,177,127,70,40.41
japan_39,http://s5884.com/w/photodata_final_photos/japan_39.jpg,background,#235994,35,89,148,38.82
japan_39,http://s5884.com/w/photodata_final_photos/japan_39.jpg,foreground,#756651,117,102,81,6.14
japan_39,http://s5884.com/w/photodata_final_photos/japan_39.jpg,foreground,#273f58,39,63,88,73.34
japan_39,http://s5884.com/w/photodata_final_photos/japan_39.jpg,foreground,#282b2c,40,43,44,20.52
japan_39,http://s5884.com/w/photodata_final_photos/japan_39.jpg,image,#95aab8,149,170,170,9.16
japan_39,http://s5884.com/w/photodata_final_photos/japan_39.jpg,image,#b58148,181,129,129,25.65
japan_39,http://s5884.com/w/photodata_final_photos/japan_39.jpg,image,#2b2924,43,41,41,10.01
japan_39,http://s5884.com/w/photodata_final_photos/japan_39.jpg,image,#284058,40,64,64,31.1
japan_39,http://s5884.com/w/photodata_final_photos/japan_39.jpg,image,#235994,35,89,89,24.08
japan_40,http://s5884.com/w/photodata_final_photos/japan_40.jpg,background,#0f1b2e,15,27,46,44.15
japan_40,http://s5884.com/w/photodata_final_photos/japan_40.jpg,background,#80807c,128,128,124,15.21
japan_40,http://s5884.com/w/photodata_final_photos/japan_40.jpg,background,#b04a0d,176,74,13,40.65
japan_40,http://s5884.com/w/photodata_final_photos/japan_40.jpg,foreground,#84817e,132,129,126,62.19
japan_40,http://s5884.com/w/photodata_final_photos/japan_40.jpg,foreground,#c3471b,195,71,27,20.32
japan_40,http://s5884.com/w/photodata_final_photos/japan_40.jpg,foreground,#e1892e,225,137,46,17.5
japan_40,http://s5884.com/w/photodata_final_photos/japan_40.jpg,image,#221e19,34,30,30,39.84
japan_40,http://s5884.com/w/photodata_final_photos/japan_40.jpg,image,#cd741b,205,116,116,15.78
japan_40,http://s5884.com/w/photodata_final_photos/japan_40.jpg,image,#9ea09f,158,160,160,17.53
japan_40,http://s5884.com/w/photodata_final_photos/japan_40.jpg,image,#b13909,177,57,57,20.61
japan_40,http://s5884.com/w/photodata_final_photos/japan_40.jpg,image,#6b2416,107,36,36,6.25
japan_41,http://s5884.com/w/photodata_final_photos/japan_41.jpg,background,#281c16,40,28,22,51.75
japan_41,http://s5884.com/w/photodata_final_photos/japan_41.jpg,background,#a6531c,166,83,28,26.52
japan_41,http://s5884.com/w/photodata_final_photos/japan_41.jpg,background,#dbbc49,219,188,73,21.74
japan_41,http://s5884.com/w/photodata_final_photos/japan_41.jpg,foreground,#394028,57,64,40,88.69
japan_41,http://s5884.com/w/photodata_final_photos/japan_41.jpg,foreground,#4240aa,66,64,170,3.52
japan_41,http://s5884.com/w/photodata_final_photos/japan_41.jpg,foreground,#413f49,65,63,73,7.79
japan_41,http://s5884.com/w/photodata_final_photos/japan_41.jpg,image,#2d2a28,45,42,42,40.91
japan_41,http://s5884.com/w/photodata_final_photos/japan_41.jpg,image,#c2661b,194,102,102,17.96
japan_41,http://s5884.com/w/photodata_final_photos/japan_41.jpg,image,#b19f6d,177,159,159,9.52
japan_41,http://s5884.com/w/photodata_final_photos/japan_41.jpg,image,#e2c241,226,194,194,15.91
japan_41,http://s5884.com/w/photodata_final_photos/japan_41.jpg,image,#652c17,101,44,44,15.7
japan_42,http://s5884.com/w/photodata_final_photos/japan_42.jpg,background,#8c8880,140,136,128,22.21
japan_42,http://s5884.com/w/photodata_final_photos/japan_42.jpg,background,#613817,97,56,23,34.61
japan_42,http://s5884.com/w/photodata_final_photos/japan_42.jpg,background,#161a2d,22,26,45,43.19
japan_42,http://s5884.com/w/photodata_final_photos/japan_42.jpg,foreground,#14182a,20,24,42,28.1
japan_42,http://s5884.com/w/photodata_final_photos/japan_42.jpg,foreground,#97652a,151,101,42,29.32
japan_42,http://s5884.com/w/photodata_final_photos/japan_42.jpg,foreground,#6b4928,107,73,40,42.58
japan_42,http://s5884.com/w/photodata_final_photos/japan_42.jpg,image,#472b14,71,43,43,27.5
japan_42,http://s5884.com/w/photodata_final_photos/japan_42.jpg,image,#b23928,178,57,57,29.11
japan_42,http://s5884.com/w/photodata_final_photos/japan_42.jpg,image,#946920,148,105,105,7.62
japan_42,http://s5884.com/w/photodata_final_photos/japan_42.jpg,image,#825029,130,80,80,20.99
japan_42,http://s5884.com/w/photodata_final_photos/japan_42.jpg,image,#8f8982,143,137,137,14.78
japan_43,http://s5884.com/w/photodata_final_photos/japan_43.jpg,background,#192a6f,25,42,111,43.12
japan_43,http://s5884.com/w/photodata_final_photos/japan_43.jpg,background,#998f79,153,143,121,22.53
japan_43,http://s5884.com/w/photodata_final_photos/japan_43.jpg,background,#18234d,24,35,77,34.35
japan_43,http://s5884.com/w/photodata_final_photos/japan_43.jpg,foreground,#283884,40,56,132,31.31
japan_43,http://s5884.com/w/photodata_final_photos/japan_43.jpg,foreground,#ddcda9,221,205,169,58.25
japan_43,http://s5884.com/w/photodata_final_photos/japan_43.jpg,foreground,#373e6c,55,62,108,10.44
japan_43,http://s5884.com/w/photodata_final_photos/japan_43.jpg,image,#ddcea7,221,206,206,25.01
japan_43,http://s5884.com/w/photodata_final_photos/japan_43.jpg,image,#1f2f78,31,47,47,34.95
japan_43,http://s5884.com/w/photodata_final_photos/japan_43.jpg,image,#484756,72,71,71,4.44
japan_43,http://s5884.com/w/photodata_final_photos/japan_43.jpg,image,#1a2654,26,38,38,25.07
japan_43,http://s5884.com/w/photodata_final_photos/japan_43.jpg,image,#98907c,152,144,144,10.52
japan_44,http://s5884.com/w/photodata_final_photos/japan_44.jpg,background,#262a2a,38,42,42,71.7
japan_44,http://s5884.com/w/photodata_final_photos/japan_44.jpg,background,#a0a4a7,160,164,167,20.17
japan_44,http://s5884.com/w/photodata_final_photos/japan_44.jpg,background,#472622,71,38,34,8.13
japan_44,http://s5884.com/w/photodata_final_photos/japan_44.jpg,foreground,#5c3b3a,92,59,58,24.29
japan_44,http://s5884.com/w/photodata_final_photos/japan_44.jpg,foreground,#c7bcb3,199,188,179,37.73
japan_44,http://s5884.com/w/photodata_final_photos/japan_44.jpg,foreground,#97836e,151,131,110,37.98
japan_44,http://s5884.com/w/photodata_final_photos/japan_44.jpg,image,#c8c7c7,200,199,199,14.42
japan_44,http://s5884.com/w/photodata_final_photos/japan_44.jpg,image,#1f2221,31,34,34,47.52
japan_44,http://s5884.com/w/photodata_final_photos/japan_44.jpg,image,#542c29,84,44,44,9.33
japan_44,http://s5884.com/w/photodata_final_photos/japan_44.jpg,image,#5e6162,94,97,97,17.26
japan_44,http://s5884.com/w/photodata_final_photos/japan_44.jpg,image,#9e8c77,158,140,140,11.47
japan_45,http://s5884.com/w/photodata_final_photos/japan_45.jpg,background,#391127,57,17,39,32.75
japan_45,http://s5884.com/w/photodata_final_photos/japan_45.jpg,background,#2d2724,45,39,36,55.11
japan_45,http://s5884.com/w/photodata_final_photos/japan_45.jpg,background,#7c5808,124,88,8,12.15
japan_45,http://s5884.com/w/photodata_final_photos/japan_45.jpg,foreground,#c57306,197,115,6,34.95
japan_45,http://s5884.com/w/photodata_final_photos/japan_45.jpg,foreground,#53420f,83,66,15,37.25
japan_45,http://s5884.com/w/photodata_final_photos/japan_45.jpg,foreground,#bca519,188,165,25,27.8
japan_45,http://s5884.com/w/photodata_final_photos/japan_45.jpg,image,#2e2624,46,38,38,41.91
japan_45,http://s5884.com/w/photodata_final_photos/japan_45.jpg,image,#626315,98,99,99,11.24
japan_45,http://s5884.com/w/photodata_final_photos/japan_45.jpg,image,#9b5505,155,85,85,12.07
japan_45,http://s5884.com/w/photodata_final_photos/japan_45.jpg,image,#d9a411,217,164,164,10.1
japan_45,http://s5884.com/w/photodata_final_photos/japan_45.jpg,image,#3c1527,60,21,21,24.69
japan_46,http://s5884.com/w/photodata_final_photos/japan_46.jpg,background,#948370,148,131,112,23.86
japan_46,http://s5884.com/w/photodata_final_photos/japan_46.jpg,background,#9d729b,157,114,155,35.6
japan_46,http://s5884.com/w/photodata_final_photos/japan_46.jpg,background,#2e2623,46,38,35,40.53
japan_46,http://s5884.com/w/photodata_final_photos/japan_46.jpg,foreground,#394027,57,64,39,88.44
japan_46,http://s5884.com/w/photodata_final_photos/japan_46.jpg,foreground,#42409d,66,64,157,5.03
japan_46,http://s5884.com/w/photodata_final_photos/japan_46.jpg,foreground,#413f42,65,63,66,6.53
japan_46,http://s5884.com/w/photodata_final_photos/japan_46.jpg,image,#ab96a3,171,150,150,25.1
japan_46,http://s5884.com/w/photodata_final_photos/japan_46.jpg,image,#2c2523,44,37,37,37.77
japan_46,http://s5884.com/w/photodata_final_photos/japan_46.jpg,image,#926196,146,97,97,21.12
japan_46,http://s5884.com/w/photodata_final_photos/japan_46.jpg,image,#6f6d47,111,109,109,10.11
japan_46,http://s5884.com/w/photodata_final_photos/japan_46.jpg,image,#82423a,130,66,66,5.9
japan_47,http://s5884.com/w/photodata_final_photos/japan_47.jpg,background,#b3c701,179,199,1,38.35
japan_47,http://s5884.com/w/photodata_final_photos/japan_47.jpg,background,#c3ac08,195,172,8,28.47
japan_47,http://s5884.com/w/photodata_final_photos/japan_47.jpg,background,#8f970c,143,151,12,33.18
japan_47,http://s5884.com/w/photodata_final_photos/japan_47.jpg,foreground,#7b710b,123,113,11,34.41
japan_47,http://s5884.com/w/photodata_final_photos/japan_47.jpg,foreground,#523832,82,56,50,4.73
japan_47,http://s5884.com/w/photodata_final_photos/japan_47.jpg,foreground,#ba9f13,186,159,19,60.86
japan_47,http://s5884.com/w/photodata_final_photos/japan_47.jpg,image,#8f9804,143,152,152,29.13
japan_47,http://s5884.com/w/photodata_final_photos/japan_47.jpg,image,#977f0d,151,127,127,14.62
japan_47,http://s5884.com/w/photodata_final_photos/japan_47.jpg,image,#b5c901,181,201,201,27.5
japan_47,http://s5884.com/w/photodata_final_photos/japan_47.jpg,image,#c7b00e,199,176,176,27.63
japan_48,http://s5884.com/w/photodata_final_photos/japan_48.jpg,background,#998661,153,134,97,49.92
japan_48,http://s5884.com/w/photodata_final_photos/japan_48.jpg,background,#292827,41,40,39,37.36
japan_48,http://s5884.com/w/photodata_final_photos/japan_48.jpg,background,#8a8974,138,137,116,12.72
japan_48,http://s5884.com/w/photodata_final_photos/japan_48.jpg,foreground,#3a3a24,58,58,36,20.96
japan_48,http://s5884.com/w/photodata_final_photos/japan_48.jpg,foreground,#8ea35d,142,163,93,41.34
japan_48,http://s5884.com/w/photodata_final_photos/japan_48.jpg,foreground,#a49f8c,164,159,140,37.7
japan_48,http://s5884.com/w/photodata_final_photos/japan_48.jpg,image,#403e25,64,62,62,13.12
japan_48,http://s5884.com/w/photodata_final_photos/japan_48.jpg,image,#8ea35d,142,163,163,17.49
japan_48,http://s5884.com/w/photodata_final_photos/japan_48.jpg,image,#272727,39,39,39,20.5
japan_48,http://s5884.com/w/photodata_final_photos/japan_48.jpg,image,#9f8b67,159,139,139,28.4
japan_48,http://s5884.com/w/photodata_final_photos/japan_48.jpg,image,#9f9f8a,159,159,159,20.48
japan_49,http://s5884.com/w/photodata_final_photos/japan_49.jpg,background,#8d6a01,141,106,1,34.61
japan_49,http://s5884.com/w/photodata_final_photos/japan_49.jpg,background,#3d4314,61,67,20,20.79
japan_49,http://s5884.com/w/photodata_final_photos/japan_49.jpg,background,#d3aa00,211,170,0,44.6
japan_49,http://s5884.com/w/photodata_final_photos/japan_49.jpg,foreground,#d3ab07,211,171,7,44.53
japan_49,http://s5884.com/w/photodata_final_photos/japan_49.jpg,foreground,#fc0562,252,5,98,33.21
japan_49,http://s5884.com/w/photodata_final_photos/japan_49.jpg,foreground,#1d1629,29,22,41,22.26
japan_49,http://s5884.com/w/photodata_final_photos/japan_49.jpg,image,#b08901,176,137,137,26.74
japan_49,http://s5884.com/w/photodata_final_photos/japan_49.jpg,image,#374216,55,66,66,16.56
japan_49,http://s5884.com/w/photodata_final_photos/japan_49.jpg,image,#ddb300,221,179,179,31.49
